,Metadata_Col,Metadata_Row,Metadata_Well,Metadata_perturbation_id,Metadata_perturbation_type,QC_cell_count,QC_cell_count_cov,QC_cov_failed,QC_position_effect
216,11,E,E11,pert_0055,trt,1365,-1.69242004,FALSE,0.1349206349206349
217,12,N,N12,pert_0056,trt,1472,1.304236435262847,TRUE,0.037974684
218,27,R,R27,pert_0057,trt,1403,0.3222617432081231,FALSE,0.075949367
219,10,T,T10,pert_0058,trt,1532,0.6748778368250238,FALSE,0.2025316455696202
220,2,AC,AC02,pert_0059,trt,1583,-1.130136726,FALSE,0.4177215189873418
221,2,F,F02,pert_0060,trt,1527,0.5005152928658135,FALSE,0.2142857142857142
222,20,B,B20,pert_0061,trt,1483,-0.61226339,FALSE,0.1111111111111111
223,22,D,D22,pert_0062,trt,1594,0.5194849455942624,FALSE,0.1349206349206349
224,25,M,M25,pert_0063,trt,1489,0.6465081982113208,FALSE,0.1139240506329113
225,42,V,V42,pert_0064,trt,1457,-0.082897953,FALSE,0.1392405063291139
226,18,B,B18,pert_0065,trt,1647,-0.400484775,FALSE,0.1507936507936507
227,30,C,C30,pert_0066,trt,1403,1.4778063709331102,TRUE,0.1507936507936507
228,32,Y,Y32,pert_0067,trt,1378,-1.789908,FALSE,0.1645569620253164
229,2,M,M02,pert_0068,trt,1562,1.5984587556110832,TRUE,0.3291139240506329
230,11,T,T11,pert_0069,trt,1638,-0.36026365,FALSE,0.075949367
231,6,K,K06,pert_0070,trt,1430,1.3048629745001452,TRUE,0.1518987341772152
232,31,N,N31,pert_0071,trt,1454,0.303924355,FALSE,0.1518987341772152
233,44,AC,AC44,pert_0072,trt,1414,0.6219806123729512,FALSE,0.1139240506329113
234,7,X,X07,pert_0073,trt,1709,-0.490607261,FALSE,0.1518987341772152
235,45,I,I45,pert_0074,trt,1380,-0.007816202,FALSE,0.1518987341772152
236,27,G,G27,pert_0075,trt,1542,-0.425368189,FALSE,0.2025316455696202
237,5,J,J05,pert_0076,trt,1449,1.2711042841488362,TRUE,0.1518987341772152
238,27,AB,AB27,pert_0077,trt,1478,0.080233744,FALSE,0.2151898734177215
239,18,F,F18,pert_0078,trt,1593,-0.520351147,FALSE,0.063492063
240,43,F,F43,pert_0079,trt,1383,-0.419898873,FALSE,0.1507936507936507
241,37,N,N37,pert_0080,trt,1353,0.6597069556067707,FALSE,0.1265822784810126
242,29,N,N29,pert_0081,trt,1504,-0.005455094,FALSE,0.1139240506329113
243,37,R,R37,pert_0082,trt,1546,-0.287494569,FALSE,0.1645569620253164
244,27,M,M27,pert_0083,trt,1526,-1.157860977,FALSE,0.189873418
245,35,P,P35,pert_0084,trt,1304,0.6765278251234452,FALSE,0.1265822784810126
246,15,O,O15,pert_0085,trt,1503,-0.521923743,FALSE,0.050632911
247,32,X,X32,pert_0086,trt,1599,0.9938263901087755,FALSE,0.1645569620253164
248,21,I,I21,pert_0087,trt,1511,0.4401633383034083,FALSE,0.1518987341772152
249,27,AA,AA27,pert_0088,trt,804,0.4129755578279875,FALSE,0.088607595
250,27,U,U27,pert_0089,trt,1508,-0.123441705,FALSE,0.050632911
251,16,S,S16,pert_0090,trt,1343,0.086634154,FALSE,0.1265822784810126
252,11,P,P11,pert_0091,trt,1508,-1.589435085,FALSE,0.1012658227848101
253,20,U,U20,pert_0092,trt,1350,0.8322010271205784,FALSE,0.088607595
254,27,S,S27,pert_0093,trt,1537,-0.548137384,FALSE,0.1012658227848101
255,17,J,J17,pert_0094,trt,1523,1.779434178166226,TRUE,0.2278481012658227
256,33,I,I33,pert_0095,trt,1499,-0.104936353,FALSE,0.1772151898734177
257,31,V,V31,pert_0096,trt,1488,0.091924626,FALSE,0.1392405063291139
258,10,M,M10,pert_0097,trt,1592,-0.303849577,FALSE,0.1392405063291139
259,34,U,U34,pert_0098,trt,1465,-1.072587059,FALSE,0.1392405063291139
260,34,Q,Q34,pert_0099,trt,1436,1.217701037854586,TRUE,0.1265822784810126
261,36,AD,AD36,pert_0100,trt,1622,0.641818071,FALSE,0.2784810126582278
262,44,S,S44,pert_0101,trt,1357,-1.462612977,FALSE,0.1392405063291139
263,6,S,S06,pert_0102,trt,1464,0.25861252330611684,FALSE,0.1265822784810126
264,9,K,K09,pert_0103,trt,1369,0.3703985560874766,FALSE,0.1265822784810126
265,28,J,J28,pert_0104,trt,1441,0.391489885,FALSE,0.088607595
266,32,O,O32,pert_0105,trt,1618,0.606630183,FALSE,0.088607595
267,29,O,O29,pert_0106,trt,1486,0.6791657227364806,FALSE,0.1265822784810126
268,33,R,R33,pert_0107,trt,1481,-0.724785489,FALSE,0.189873418
269,15,C,C15,pert_0108,trt,1524,0.9883783418518336,FALSE,0.119047619
270,13,I,I13,pert_0109,trt,1309,1.2116250963780433,TRUE,0.075949367
271,29,AA,AA29,pert_0110,trt,1448,-0.826621495,FALSE,0.1139240506329113
272,38,X,X38,pert_0111,trt,1593,-0.415007749,FALSE,0.2025316455696202
273,19,AD,AD19,pert_0112,trt,1536,-0.589066692,FALSE,0.3164556962025316
274,3,C,C03,pert_0113,trt,1648,-0.089119835,FALSE,0.079365079
275,32,R,R32,pert_0114,trt,1533,-1.659291076,FALSE,0.075949367
276,38,T,T38,pert_0115,trt,1740,0.4873958583983413,FALSE,0.240506329
277,22,W,W22,pert_0116,trt,1486,-0.206258785,FALSE,0.075949367
278,26,AC,AC26,pert_0117,trt,1605,-1.399255464,FALSE,0.2025316455696202
279,21,X,X21,pert_0118,trt,1715,-0.113229541,FALSE,0.2025316455696202
280,12,I,I12,pert_0119,trt,1408,-0.560787855,FALSE,0.063291139
281,25,AD,AD25,pert_0120,trt,1554,-0.369193334,FALSE,0.2658227848101265
282,16,AD,AD16,pert_0121,trt,1322,1.538716480047355,TRUE,0.2911392405063291
283,25,L,L25,pert_0122,trt,1390,-1.263181371,FALSE,0.1012658227848101
284,24,W,W24,pert_0123,trt,1497,-1.072549602,FALSE,0.063291139
285,18,Q,Q18,pert_0124,trt,1579,-0.700759641,FALSE,0.1772151898734177
286,10,B,B10,pert_0125,trt,1237,0.5450047277380475,FALSE,0.1111111111111111
287,46,P,P46,pert_0126,trt,1426,0.5924898704785133,FALSE,0.1518987341772152
288,30,S,S30,pert_0127,trt,1468,-0.832612514,FALSE,0.1518987341772152
289,22,B,B22,pert_0128,trt,1384,-1.425888684,FALSE,0.055555556
290,34,E,E34,pert_0129,trt,1380,-0.600042468,FALSE,0.1111111111111111
291,34,C,C34,pert_0130,trt,1587,-1.034056123,FALSE,0.1269841269841269
292,21,W,W21,pert_0131,trt,1451,-0.51703545,FALSE,0.1645569620253164
293,33,O,O33,pert_0132,trt,1453,-0.169778507,FALSE,0.1012658227848101
294,15,AD,AD15,pert_0133,trt,1646,-1.053651403,FALSE,0.2784810126582278
295,41,H,H41,pert_0134,trt,1393,-0.765961291,FALSE,0.1012658227848101
296,7,AB,AB07,pert_0135,trt,1846,0.6241599678716988,FALSE,0.1265822784810126
297,3,AE,AE03,pert_0136,trt,1484,-0.73905597,FALSE,0.1012658227848101
298,20,N,N20,pert_0137,trt,1617,-1.130136178,FALSE,0.1139240506329113
299,15,W,W15,pert_0138,trt,1544,0.068041988,FALSE,0.088607595
300,41,Y,Y41,pert_0139,trt,1501,1.1525477250754124,TRUE,0.075949367
301,28,S,S28,pert_0140,trt,1340,-1.885439103,FALSE,0.189873418
302,6,T,T06,pert_0141,trt,1507,-1.331638594,FALSE,0.2025316455696202
303,38,S,S38,pert_0142,trt,1588,0.6894182902933884,FALSE,0.1772151898734177
304,15,P,P15,pert_0143,trt,1435,0.2981499537362821,FALSE,0.1772151898734177
305,9,R,R09,pert_0144,trt,1368,-2.988148985,FALSE,0.1012658227848101
306,18,L,L18,pert_0145,trt,1358,-0.971572996,FALSE,0.050632911
307,27,N,N27,pert_0146,trt,1570,0.14118452793702996,FALSE,0.1265822784810126
308,13,N,N13,pert_0147,trt,1345,-1.200282216,FALSE,0.1265822784810126
309,33,F,F33,pert_0148,trt,1478,0.7173784301408708,FALSE,0.055555556
310,17,V,V17,pert_0149,trt,1551,-0.074134076,FALSE,0.1139240506329113
311,25,P,P25,pert_0150,trt,1452,0.3820074704184675,FALSE,0.1139240506329113
312,16,G,G16,pert_0151,trt,1478,0.9818281750112776,FALSE,0.1265822784810126
313,23,O,O23,pert_0152,trt,1578,-0.568019259,FALSE,0.1012658227848101
314,10,U,U10,pert_0153,trt,1645,0.6279018979359391,FALSE,0.1265822784810126
315,42,AB,AB42,pert_0154,trt,1580,2.3109967056086718,TRUE,0.2025316455696202
316,12,S,S12,pert_0155,trt,1581,-0.846258139,FALSE,0.1139240506329113
317,24,N,N24,pert_0156,trt,1356,-0.638300726,FALSE,0.1012658227848101
318,13,S,S13,pert_0157,trt,1383,0.305230162,FALSE,0.088607595
319,26,M,M26,pert_0158,trt,1593,-0.549417781,FALSE,0.063291139
320,9,Z,Z09,pert_0159,trt,1444,0.10123190599249662,FALSE,0.1392405063291139
321,20,I,I20,pert_0160,trt,1486,-0.558031613,FALSE,0.1392405063291139
322,35,C,C35,pert_0161,trt,1385,-0.443410458,FALSE,0.1507936507936507
323,22,N,N22,pert_0162,trt,1382,-0.481780235,FALSE,0.063291139
